ordinal__Parental_Involvement,ordinal__Access_to_Resources,ordinal__Motivation_Level,ordinal__Family_Income,ordinal__Teacher_Quality,ordinal__Peer_Influence,ordinal__Parental_Education_Level,ordinal__Distance_from_Home,nominal__Extracurricular_Activities_No,nominal__Extracurricular_Activities_Yes,nominal__Internet_Access_No,nominal__Internet_Access_Yes,nominal__School_Type_Private,nominal__School_Type_Public,nominal__Learning_Disabilities_No,nominal__Learning_Disabilities_Yes,nominal__Gender_Female,nominal__Gender_Male,skewed_num__Hours_Studied,skewed_num__Tutoring_Sessions,standard_num__Attendance,standard_num__Sleep_Hours,standard_num__Previous_Scores,standard_num__Physical_Activity,Exam_Score
2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.9954160107828299,1.687916313021881,0.8791746173703632,0.6690944412541391,0.7593718523733847,-0.9368823832597979,99
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5057196414013376,-1.471905932366928,0.9659947125309142,1.3549292205458625,0.34285484139365663,0.9976452180404681,70
1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.3300757218622787,-0.24022295979711117,0.7923545222098122,0.6690944412541391,1.106469361523158,-0.9368823832597979,66
1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00664864033030642,0.5675831586870179,1.0528148076914652,-0.016740338037584422,-1.5314717080151194,-0.9368823832597979,68
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.3270905501287735,-0.24022295979711117,0.9659947125309142,-1.3884098966210314,0.06517683407383795,0.03038141739033513,68
2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4940601337990185,1.687916313021881,0.44507414156760816,-0.016740338037584422,-0.4207596787358447,-0.9368823832597979,70
2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.1601887648634528,0.5675831586870179,0.44507414156760816,-0.016740338037584422,0.2040158377337473,0.03038141739033513,69
1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.673412264498433,0.5675831586870179,0.8791746173703632,-0.016740338037584422,-1.184374198865346,-0.9368823832597979,70
2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.4940601337990185,-1.471905932366928,0.010973665764853174,0.6690944412541391,-1.1149546970353914,0.9976452180404681,66
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.172936098572023,-1.471905932366928,0.7923545222098122,-1.3884098966210314,-0.9066961915455274,0.03038141739033513,69
1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.1626997335917064,0.5675831586870179,-1.0308674761617589,0.6690944412541391,1.3841473688429766,0.9976452180404681,63
2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5068041125862829,0.5675831586870179,1.48691528349422,1.3549292205458625,1.314727867013022,0.03038141739033513,73
2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00664864033030642,-0.24022295979711117,-0.24948661971679983,-0.7025751173293079,-1.39263270435521,-1.904146183909931,67
2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3270905501287735,-1.471905932366928,-1.1176875713223098,-0.016740338037584422,-0.4901791805657994,0.9976452180404681,66
2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.6611013161281462,-0.24022295979711117,-0.8572272858406569,-0.016740338037584422,1.3841473688429766,0.03038141739033513,66
2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.172936098572023,-0.24022295979711117,-0.16266652455624883,-0.016740338037584422,-0.976115693375482,0.03038141739033513,66
2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0006658580236096,-0.24022295979711117,0.35825404640705716,-0.016740338037584422,0.34285484139365663,0.9976452180404681,67
2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.8328353064885432,-0.24022295979711117,0.09779376092540418,1.3549292205458625,-0.14308167141602604,-1.904146183909931,65
1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.004577380876113,-0.24022295979711117,0.27143395124650616,-0.7025751173293079,1.1758888633531126,0.03038141739033513,72
0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.497551143461212,-1.471905932366928,-1.6386081422856158,-0.016740338037584422,1.0370498596932032,0.03038141739033513,61
1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.673412264498433,0.5675831586870179,0.7923545222098122,-0.7025751173293079,1.314727867013022,-0.9368823832597979,68
1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0064763384636106,-0.24022295979711117,-1.4649679519645138,0.6690944412541391,-0.8372766897155727,0.03038141739033513,67
0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1601887648634528,-1.471905932366928,-1.378147856803963,1.3549292205458625,0.4122743432236113,0.03038141739033513,62
0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1734247566449576,-1.471905932366928,1.313275093173118,0.6690944412541391,-0.4207596787358447,0.03038141739033513,69
1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00664864033030642,-0.24022295979711117,-0.5967670003590039,0.6690944412541391,1.6618253761627952,0.03038141739033513,66
1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.9954160107828299,-1.471905932366928,1.660555473815322,-0.016740338037584422,0.9676303578632486,-0.9368823832597979,68
1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.672046505218234,-0.24022295979711117,-0.3363067148773508,-0.016740338037584422,0.7593718523733847,-0.9368823832597979,69
0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0006658580236096,-0.24022295979711117,-0.5967670003590039,-0.7025751173293079,-0.6984376860556634,0.9976452180404681,61
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.00664864033030642,-0.24022295979711117,0.7055344270492612,-1.3884098966210314,-1.3232132025252554,0.9976452180404681,67
0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.6651343697690544,-0.24022295979711117,-0.24948661971679983,2.040763999837586,-0.7678571878856181,0.03038141739033513,62
2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.8383319838645327,-1.471905932366928,1.4000951883336692,1.3549292205458625,-0.6984376860556634,-0.9368823832597979,74
1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1734247566449576,-0.24022295979711117,-1.1176875713223098,1.3549292205458625,1.3841473688429766,0.9976452180404681,67
2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0064763384636106,2.494065391069291,1.1396349028520163,-0.7025751173293079,1.314727867013022,0.9976452180404681,74
1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1734247566449576,1.687916313021881,0.27143395124650616,-0.7025751173293079,1.3841473688429766,-0.9368823832597979,70
0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1734247566449576,-0.24022295979711117,0.6187143318887102,-1.3884098966210314,0.2040158377337473,-0.9368823832597979,69
2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0064763384636106,-0.24022295979711117,0.9659947125309142,-0.016740338037584422,0.273435339563702,1.964909018690601,72
2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.673412264498433,1.183758722320651,0.35825404640705716,-0.016740338037584422,-0.6984376860556634,0.03038141739033513,69
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.4940601337990185,-1.471905932366928,1.4000951883336692,0.6690944412541391,1.522986372502886,0.03038141739033513,67
2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0064763384636106,-0.24022295979711117,1.7473755689758732,-0.7025751173293079,0.273435339563702,0.03038141739033513,75
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.172936098572023,-1.471905932366928,-1.551788047125065,-0.7025751173293079,0.273435339563702,0.03038141739033513,62
0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.00664864033030642,0.5675831586870179,-0.8572272858406569,1.3549292205458625,-0.4207596787358447,0.03038141739033513,66
0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.673412264498433,0.5675831586870179,1.4000951883336692,-0.7025751173293079,1.2453083651830672,-0.9368823832597979,94
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.9954160107828299,-0.24022295979711117,0.010973665764853174,-0.016740338037584422,0.898210856033294,0.03038141739033513,66
1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.828218347021066,-0.24022295979711117,1.5737353786547712,1.3549292205458625,-0.2125011732459807,-0.9368823832597979,69
2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.3270905501287735,-0.24022295979711117,-0.3363067148773508,-0.7025751173293079,0.273435339563702,-0.9368823832597979,67
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3401423929153288,-1.471905932366928,0.35825404640705716,-0.7025751173293079,1.1758888633531126,1.964909018690601,69
1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5068041125862829,1.687916313021881,0.010973665764853174,1.3549292205458625,-0.07366216958607137,0.03038141739033513,69
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.4940601337990185,2.1176850175133426,-1.378147856803963,-0.016740338037584422,-0.4901791805657994,0.03038141739033513,63
0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.673412264498433,-0.24022295979711117,1.2264549980125672,-0.7025751173293079,-0.004242667756116709,0.9976452180404681,69
2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.6611013161281462,1.183758722320651,0.27143395124650616,-0.016740338037584422,-1.3232132025252554,-0.9368823832597979,68
0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1734247566449576,0.5675831586870179,0.8791746173703632,2.040763999837586,1.3841473688429766,0.9976452180404681,72
2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.172936098572023,1.183758722320651,-1.725428237446167,-0.7025751173293079,-1.5314717080151194,-0.9368823832597979,65
0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3401423929153288,-1.471905932366928,0.5318942367281592,-1.3884098966210314,-0.559598682395754,-0.9368823832597979,68
1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.673412264498433,-1.471905932366928,0.7055344270492612,0.6690944412541391,-0.07366216958607137,0.03038141739033513,71
1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1734247566449576,-1.471905932366928,-1.204507666482861,-0.016740338037584422,-0.8372766897155727,0.03038141739033513,64
1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.6651343697690544,-0.24022295979711117,1.5737353786547712,2.040763999837586,-0.6290181842257087,-0.9368823832597979,66
1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.673412264498433,0.5675831586870179,-0.24948661971679983,0.6690944412541391,0.8287913542033393,-1.904146183909931,68
2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.3270905501287735,-0.24022295979711117,-0.16266652455624883,-0.7025751173293079,-0.976115693375482,1.964909018690601,67
2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.172936098572023,1.183758722320651,0.35825404640705716,0.6690944412541391,-0.4901791805657994,-0.9368823832597979,72
0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.8383319838645327,1.183758722320651,0.27143395124650616,-0.7025751173293079,-0.35134017690589003,0.03038141739033513,71
2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.4940601337990185,-1.471905932366928,-1.1176875713223098,0.6690944412541391,0.48169384505356594,0.9976452180404681,65
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.004577380876113,1.183758722320651,0.27143395124650616,1.3549292205458625,-0.07366216958607137,0.03038141739033513,71
2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.673412264498433,-0.24022295979711117,-0.24948661971679983,1.3549292205458625,1.6618253761627952,-1.904146183909931,70
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.1601887648634528,0.5675831586870179,0.5318942367281592,0.6690944412541391,0.2040158377337473,0.9976452180404681,69
0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.839969008732227,1.183758722320651,0.09779376092540418,0.6690944412541391,-1.1149546970353914,0.9976452180404681,68
1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1734247566449576,-0.24022295979711117,-0.07584642939569783,0.6690944412541391,0.8287913542033393,-0.9368823832597979,69
1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.6611013161281462,0.5675831586870179,1.313275093173118,-0.7025751173293079,0.5511133468835206,0.03038141739033513,68
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3270905501287735,1.183758722320651,-1.6386081422856158,-0.7025751173293079,-1.3232132025252554,0.03038141739033513,62
2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.4940601337990185,-0.24022295979711117,-0.4231268100379018,-0.016740338037584422,-0.4207596787358447,0.9976452180404681,66
0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.4940601337990185,0.5675831586870179,-0.24948661971679983,-1.3884098966210314,-1.5314717080151194,0.03038141739033513,86
0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.828218347021066,-0.24022295979711117,1.5737353786547712,0.6690944412541391,-0.2819206750759354,0.03038141739033513,68
1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.673412264498433,-0.24022295979711117,-1.0308674761617589,-1.3884098966210314,1.106469361523158,0.9976452180404681,68
0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00664864033030642,1.183758722320651,0.8791746173703632,-0.7025751173293079,0.68995235054343,-0.9368823832597979,69
0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0064763384636106,-0.24022295979711117,-1.725428237446167,-0.7025751173293079,-1.4620522061851646,-1.904146183909931,63
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.172936098572023,0.5675831586870179,1.4000951883336692,-0.7025751173293079,-0.2819206750759354,-0.9368823832597979,73
1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.8383319838645327,1.183758722320651,-1.0308674761617589,1.3549292205458625,-1.1149546970353914,-0.9368823832597979,69
1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.8352435832710055,-0.24022295979711117,-0.9440473810012079,1.3549292205458625,0.8287913542033393,-0.9368823832597979,68
1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.3270905501287735,0.5675831586870179,-0.9440473810012079,2.040763999837586,0.68995235054343,-2.871409984560064,66
1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.4940601337990185,-0.24022295979711117,1.7473755689758732,-1.3884098966210314,-1.5314717080151194,0.9976452180404681,70
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.6611013161281462,-1.471905932366928,0.5318942367281592,-1.3884098966210314,1.314727867013022,-0.9368823832597979,68
2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3270905501287735,-0.24022295979711117,-0.3363067148773508,-0.7025751173293079,0.5511133468835206,0.9976452180404681,68
1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.8328353064885432,-0.24022295979711117,0.7923545222098122,2.040763999837586,-0.4901791805657994,0.03038141739033513,65
1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.6651343697690544,-1.471905932366928,-1.378147856803963,-0.016740338037584422,-0.7678571878856181,0.9976452180404681,60
2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.3300757218622787,-1.471905932366928,0.18461385608595518,-0.7025751173293079,1.4535668706729312,0.9976452180404681,66
1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0064763384636106,0.5675831586870179,-1.378147856803963,-1.3884098966210314,-0.7678571878856181,-1.904146183909931,64
2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3401423929153288,-1.471905932366928,-0.9440473810012079,-0.016740338037584422,0.7593718523733847,-1.904146183909931,65
1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1734247566449576,0.5675831586870179,1.4000951883336692,-2.074244675912755,0.2040158377337473,-0.9368823832597979,72
2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0064763384636106,-1.471905932366928,0.010973665764853174,-2.074244675912755,0.7593718523733847,0.9976452180404681,69
0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.673412264498433,0.5675831586870179,-1.551788047125065,-0.7025751173293079,1.106469361523158,0.03038141739033513,65
1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.9954160107828299,-0.24022295979711117,-0.5099469051984529,-0.016740338037584422,0.06517683407383795,-0.9368823832597979,63
1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.673412264498433,0.5675831586870179,-1.725428237446167,1.3549292205458625,0.5511133468835206,0.03038141739033513,66
0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5068041125862829,-1.471905932366928,-0.6835870955195549,-0.016740338037584422,0.6205328487134752,0.9976452180404681,66
1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5068041125862829,-1.471905932366928,1.5737353786547712,0.6690944412541391,-0.2819206750759354,1.964909018690601,72
2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.673412264498433,-1.471905932366928,-1.1176875713223098,-0.7025751173293079,1.0370498596932032,-1.904146183909931,64
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00664864033030642,-0.24022295979711117,-1.0308674761617589,-0.016740338037584422,0.68995235054343,0.03038141739033513,65
1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3270905501287735,-0.24022295979711117,0.18461385608595518,-1.3884098966210314,-0.559598682395754,0.9976452180404681,67
1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.4940601337990185,0.5675831586870179,-0.16266652455624883,-0.016740338037584422,-0.35134017690589003,0.03038141739033513,66
1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3401423929153288,-1.471905932366928,-0.6835870955195549,1.3549292205458625,-0.6984376860556634,0.03038141739033513,64
0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.6651343697690544,1.183758722320651,-0.24948661971679983,-1.3884098966210314,1.2453083651830672,0.03038141739033513,66
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.170783920453733,0.5675831586870179,-1.204507666482861,0.6690944412541391,0.13459633590379264,0.03038141739033513,68
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.172936098572023,1.183758722320651,1.660555473815322,-0.7025751173293079,-1.2537937006953006,0.03038141739033513,73
1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0064763384636106,-0.24022295979711117,1.5737353786547712,-2.074244675912755,0.4122743432236113,0.9976452180404681,73
1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.172936098572023,-0.24022295979711117,0.18461385608595518,-1.3884098966210314,-0.9066961915455274,0.9976452180404681,69
2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1734247566449576,1.183758722320651,0.09779376092540418,-0.016740338037584422,1.314727867013022,-1.904146183909931,70
2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.3300757218622787,-1.471905932366928,-1.2913277616434118,-2.074244675912755,-0.6290181842257087,-0.9368823832597979,63
